ID,Movie_name,Overview,Genres,Release Date,Collection_name,backdrop_path,poster_path
10153,Sphere,"The OSSA discovers a spacecraft thought to be at least 300 years old at the bottom of the ocean. Immediately following the discovery, they decide to send a team down to the depths of the ocean to study the space craft. They are the best of best, smart and logical, and the perfect choice to learn more about the spacecraft.",Science Fiction,2/13/1998,,/hM3THzIQwVLk9LP80VJ5igAKCZk.jpg,/5IMr0L4BoONvN5i9kyVd0zGww3L.jpg
10154,Mickey Blue Eyes,"An English auctioneer proposes to the daughter of a mafia kingpin, only to realize that certain ""favors"" would be asked of him.",Comedy,8/16/1999,,/tPdfPUdv6cZ1i0NC8SAZbDky77n.jpg,/5nIqLKEhWdA2QpzyaI2sbsTPaxP.jpg
10155,U Turn,"When Bobby's car breaks down in the desert while on the run from some of the bookies who have already taken two of his fingers, he becomes trapped in the nearby small town where the people are stranger than anyone he's encountered. After becoming involved with a young married woman, her husband hires Bobby to kill her. Later, she hires Bobby to kill the husband.",Thriller,10/3/1997,,/pHE7QBIm7LqDeMiNC3BWdfPJxwr.jpg,/lffvjJU8j7RLfz1SJVMfrn2wH6i.jpg
10156,History of the World: Part I,"An uproarious version of history that proves nothing is sacred – not even the Roman Empire, the French Revolution and the Spanish Inquisition.",Comedy,6/12/1981,,/3OzxvNXpjEvlEHbpl6poaKu5byl.jpg,/6iAl78qZHT65erPXr2YW6Y54wlY.jpg
10157,Police Academy 2: Their First Assignment,"Officer Carey Mahoney and his cohorts have finally graduated from the Police Academy and are about to hit the streets on their first assignment. Question is, are they ready to do battle with a band of graffiti-tagging terrorists? Time will tell, but don't sell short this cheerful band of doltish boys in blue.",Comedy,3/28/1985,Police Academy Collection,/kXwz1ZOmOGzcTULoOjT4fBoulV.jpg,/cIyvBInW2aGms0zyV9Pgwp9UPJ4.jpg
10158,White Men Can't Jump,"Billy Hoyle and Sidney Deane are an unlikely pair of basketball hustlers. They team up to con their way across the courts of Los Angeles, playing a game that's fast dangerous - and funny.",Comedy,3/26/1992,,/exdjjcZmOQrq1219Q4mSovQnkvZ.jpg,/jnI05Z2Cm9ACEJo8FGen7tdHKLl.jpg
10159,The Rundown,"When Travis, the mouthy son of a criminal, disappears in the Amazon in search of a treasured artifact, his father sends in Beck, who becomes Travis's rival for the affections of Mariana, a mysterious Brazilian woman. With his steely disposition, Beck is a man of few words -- but it takes him all the discipline he can muster to work with Travis to nab a tyrant who's after the same treasure.",Adventure,9/26/2003,,/1NCtaDuDgKwf8Hup8PgNYOdyiTu.jpg,/gAPd0Sa6cbZlTZ6vuinB4Msx9h2.jpg
10160,A Nightmare on Elm Street: The Dream Child,"Alice, having survived the previous installment of the Nightmare series, finds the deadly dreams of Freddy Krueger starting once again. This time, the taunting murderer is striking through the sleeping mind of Alice's unborn child. His intention is to be ""born again"" into the real world. The only one who can stop Freddy is his dead mother, but can Alice free her spirit in time to save her own son?",Horror,8/11/1989,A Nightmare on Elm Street Collection,/vHgIvVAwo9rvmLzcCzecv76iz8L.jpg,/kizvpgXQfrAgN8FhOd87LbKk6kO.jpg
10161,My Left Foot: The Story of Christy Brown,"In this true story told through flashbacks, Christy Brown is born with crippling cerebral palsy into a poor, working-class Irish family. Able only to control movement in his left foot and to speak in guttural sounds, he is mistakenly believed to have a intellectual disability for the first ten years of his life.",Drama,4/7/1989,,/46ow87Pzin4qSZJOhCP2zeQkyNP.jpg,/GRAAl0bMQFoFIjV3aunc5jsM5u.jpg
10162,Waking Ned,"When a lottery winner dies of shock, his fellow townsfolk attempt to claim the money.",Comedy,9/15/1998,,/kQVb0jSg5onP548nzHuSEgwxaLT.jpg,/bsxiOOKC40HlhdIJYCUE2BkpJv0.jpg
10163,The Lawnmower Man,A simple man is turned into a genius through the application of computer science.,Horror,3/5/1992,The Lawnmower Man Collection,/rbPZNYkHOuRTSedWrq1rONVeZvp.jpg,/1VLqWcel87oYVmN383FgSH0mCTY.jpg
10164,Cadillac Man,"Joe's a car salesman with a problem—he has two days to sell 12 cars or he loses his job. This would be a difficult task at the best of times but Joe has to contend with his girlfriends (he's two-timing), a missing teenage daughter and an ex-wife.",Comedy,5/18/1990,,/ujOQeTOm593k7lAD2RacMWdLEaN.jpg,/w6WYLHBj7NvybAS3qitMe5TzipE.jpg
10165,Fear and Desire,"After their airplane crashes behind enemy lines, four soldiers must survive and try to find a way back to their battalion. However, when they come across a local peasant girl the horrors of war quickly become apparent.",Drama,4/1/1953,,/m1aJZx2qcJp9yOHBaAnQGXVFHMs.jpg,/4mD3LNkXayoI0q0qxNH5cXtc0em.jpg
10166,The Witches,"A young boy named Luke and his grandmother go on vacation only to discover their hotel is hosting an international witch convention, where the Grand High Witch is unveiling her master plan to turn all children into mice. Will Luke fall victim to the witches' plot before he can stop them?",Adventure,5/25/1990,,/u8GO1SyKB1QBK7RON7eFhrdy9uX.jpg,/mPYBjVkeHakkPGY7WaKyyNU4RWm.jpg
10167,Half Past Dead,"A man who goes undercover in a hi-tech prison to find out information to help prosecute those who killed his wife. While there, he stumbles onto a plot involving a death-row inmate and his $200 million stash of gold.",Crime,11/15/2002,Half Past Dead Collection,/zW1qfxsc3xEV4GHGGyFiesYuxAj.jpg,/fJhudecoqyoZLoCwAZvqNPd7MK5.jpg
10168,The Freshman,"After a film student gets his belongings stolen, he meets a mobster bearing a startling resemblance to a certain cinematic godfather. Soon, he finds himself caught up in a caper involving endangered species and fine dining.",Comedy,7/20/1990,,/3A09C2RE7h1OVgJD5pczhCl9hqu.jpg,/2BWfpISXFso32Aokpmzw0ebaOLA.jpg
10169,Men at Work,"Two garbage men find the body of a city councilman in a trash can on their route. With help from a supervisor, the duo must solve the case and find the man's killer while hiding the body from the cops.",Comedy,8/24/1990,,/8BsSeOoEU59kej83g04heOz9gua.jpg,/6bd0rOeZtTmVJObOAXHXBMurvyt.jpg
10170,The Russia House,An expatriate British publisher unexpectedly finds himself working for British intelligence to investigate people in Russia.,Thriller,12/21/1990,,/1QzekLMoz4uooUYQRfCfPN0Cjwz.jpg,/3Gto5resmIPJ05JUH3Vd5bv9Hgq.jpg
10171,Homo Faber,"Walter Faber has survived a crash with an airplane. His next trip is by ship. On board this ship he meets the enchanting Sabeth and they have a passionate love affair. Together they travel to her home in Greece, but the rational Faber doesn't know what fate has in mind for him for past doings.",Romance,3/21/1991,,/sk4Noi28lLuqM76ph7zWna4TlaI.jpg,/dexaHzAJR1MqyHpSkqbPE8ujZR5.jpg
10172,Are We Done Yet?,Newlyweds Nick and Suzanne decide to move to the suburbs to provide a better life for their two kids. But their idea of a dream home is disturbed by a contractor with a bizarre approach to business.,Comedy,4/4/2007,The Are We Collection,/xVfjgAzvdmHdW25ZUG3nMKKmauX.jpg,/uZ9NZh4zB80phMxo5PucFyWagjG.jpg
10173,Marked for Death,"Just retired from the Drug Enforcement Agency, John Hatcher returns to his hometown and quickly discovers that drugs have infiltrated his old neighborhood. Determined to drive the dealers out, Hatcher crosses paths with a ferocious Jamaican drug lord who vows that Hatcher and his family are now marked for death.",Action,10/5/1990,,/i0mxKig1AI0dGHOrmGdYJ3pEXtv.jpg,/xYaetJsSm5FC1zxhdW8UR1NVXzc.jpg
10174,Madonna: Truth or Dare,"From the rain of Japan, through threats of arrest for 'public indecency' in Canada, and a birthday tribute to her father in Detroit, this documentary follows Madonna on her 1990 'Blond Ambition' concert tour. Filmed in black and white, with the concert pieces in glittering MTV color, it is an intimate look at the work of the music performer, from a prayer circle with the dancers before each performance to bed games with the dance troupe afterwards.",Documentary,5/10/1991,,/cUVeCucO0hPl96tbt3cTuipmPrS.jpg,/A16IjPcedRgntxfGdYCkQo4ykOH.jpg
10175,Tears of Kali,"Helmed by writer-director Andreas Marschall - and a piece of fiction passing as fact - the direct-to-video horror indie Tears of Kali returns to the early eighties and plunges into a nightmarish scenario wrought when several EST-like groups establish themselves in India. One of the more extreme communes, the Taylor-Eriksson cult, carries its ""quest for self-knowledge"" to a malevolent end, with numerous group members trapped, tortured, murdered and mutilated. Tears of Kali tells their twisted and disturbing story. Mathieu Carriere, Peter Martell, Cora Chilcott, Vronie Kiefer, and Nuran Celik head the ensemble cast.",Fantasy,11/25/2004,,/v8qNNKVTGFiud330pxuZQ756doj.jpg,/qVARY9zCCXw4kETRDlwdj26jo7z.jpg
10176,The Quiet Earth,"After a top-secret experiment misfires, a scientist may be the only man left alive in the world.",Drama,9/8/1985,,/thsxscnpNbLeRlRrxalhKTBSAzB.jpg,/27qOt8wARXFPMucpunBpsNHgmt5.jpg
10177,Evil Aliens,"The sensationalist reporter Michelle Fox presents the TV show Weird World, with phony matters about UFOS and aliens. When she hears about Cat, a young woman that claims that have been abducted with her boyfriend and become pregnant by aliens, she convinces her chief to travel with a team to the remote Welsh island of Scalled to interview Cat. She invites the cameraman Ricky Anderson with his sound technician partner; the nerd expert in ""ufology"" and ""ley lines"" Gavin Gorman; the actress Candy Vixen and an obscure gay actor to prepare the matter. They get a van and wait for the low tide to reach the island, and when they find evidences that aliens are really landed in the location, the ambitious Michelle decides to film her way to fame and wealth.",Comedy,3/10/2006,,,/rSGYrrua4QoyXPhic6GvxgdQFb8.jpg
10178,The Caine Mutiny,"When a US Naval captain shows signs of mental instability that jeopardizes the ship, the first officer relieves him of command and faces court martial for mutiny.",War,6/23/1954,,/xSN7sVwIC6ExQZVMIUMjm4Tl2TN.jpg,/vuO4Z3wOWVlhq35MS9asZeT9rVp.jpg
10179,The Ice Pirates,"The time is the distant future, where by far the most precious commodity in the galaxy is water. The last surviving water planet was somehow removed to the unreachable centre of the galaxy at the end of the galactic trade wars. The galaxy is ruled by an evil emperor (John Carradine) presiding over a trade oligarchy that controls all mining and sale of ice from asteroids and comets.",Action,3/16/1984,,/iyZfMe0B1y76BhF0VRgYSxMU8BT.jpg,/wepZqo4I20z8TklnEHRJhs2fErH.jpg
10180,Blinkende lygter,"Four small gangsters from Copenhagen trick a gangster boss: they take over 4,000,000 kroner which they were supposed to bring him. Trying to escape to Barcelona they are forced to stop in the countryside, in an old, wrecked house, hiding there for several weeks. Slowly, one after another, they realize, that they would like to stay there, start a new life.",Action,11/3/2000,,/d6VZ4tuTq1G2HsjTHOdij1022iq.jpg,/20ApKJUi1XYri37RAH3SDIp2Ykh.jpg
10183,Frozen River,"Ray Eddy, an upstate New York trailer mom, is lured into the world of illegal immigrant smuggling. Broke after her husband takes off with the down payment for their new doublewide, Ray reluctantly teams up with Lila, a smuggler, and the two begin making runs across the frozen St. Lawrence River carrying illegal Chinese and Pakistani immigrants in the trunk of Ray's Dodge Spirit.",Drama,8/1/2008,,/lu1xY551TaDj4Lx25RPsqizTBAr.jpg,/qZRcN4JLwYQWTxKlycZPLQb37mO.jpg
10184,He's Just Not That Into You,"Remember that really cute girl/guy who said they'd call – and didn't? Maybe they lost your number. Maybe they're in the hospital. Maybe they're awed by your looks, brains or success. Or maybe... They're just not that into you.",Comedy,2/6/2009,,/pwouu1mmxTiwgnH7Yv7K3mYPJ61.jpg,/ruc33YnCrmCL8PHdPQVzfa4shWX.jpg
10185,The Midnight Meat Train,"A photographer's obsessive pursuit of dark subject matter leads him into the path of a serial killer who stalks late night commuters, ultimately butchering them in the most gruesome ways.",Horror,8/7/2008,,/rlFaYFHwUmetf6VhKDIwrYEOeez.jpg,/x5YbfyUA8huK0shr008xwzNVJ5Y.jpg
10186,The Rocker,"In the 1980s, a drummer is abandoned by his band just before they become rock superstars. Twenty years later, the drummer sees his second chance at stardom arise when he is asked to perform with his teenage nephew's high school rock band.",Comedy,8/20/2008,,/y6YSJ6TpXC1lbn7dF7CQ39g8l5H.jpg,/wzgFC7jOEMtf9D6CSdI7ckUMtwU.jpg
10187,Swing Vote,"In a remarkable turn of events, the result of the presidential election comes down to one man's vote.",Drama,8/1/2008,,/79oCgYdfWJv6Wfew0xcsLgNZPIa.jpg,/590NPZbaL63cDkrRFwb5qOwAqqm.jpg
10188,The Sisterhood of the Traveling Pants 2,"Four young women continue the journey toward adulthood that began with ""The Sisterhood of the Traveling Pants."" Now three years later, these lifelong friends embark on separate paths for their first year of college and the summer beyond, but remain in touch by sharing their experiences with each other.",Adventure,8/6/2008,The Sisterhood of the Traveling Pants Collection,/kF1n2SZf1eRCQRipExHrQJhtDWn.jpg,/bAdkVOD91jCHos4163qyVu1TFua.jpg
10189,Pineapple Express,A stoner and his dealer are forced to go on the run from the police after the pothead witnesses a cop commit a murder.,Action,8/6/2008,,/c6LIAhqkGTeB5ppgiysh7NYrafg.jpg,/6E50WjeOYjDZg9HXgPjYdGtY2jG.jpg
10190,Towelhead,"A young Arab-American girl struggles with her sexual obsession, a bigoted Army reservist and her strict father during the Gulf War.",Drama,9/12/2008,,/ipZASZJS4jcKHUMVeacuVlFUwHG.jpg,/8h035i9cXx64QToQOCp7GBwFHqN.jpg
10191,How to Train Your Dragon,"As the son of a Viking leader on the cusp of manhood, shy Hiccup Horrendous Haddock III faces a rite of passage: he must kill a dragon to prove his warrior mettle. But after downing a feared dragon, he realizes that he no longer wants to destroy it, and instead befriends the beast – which he names Toothless – much to the chagrin of his warrior father",Fantasy,3/10/2010,How to Train Your Dragon Collection,/kxklJL1v8MYEU5xdU6W5VvmBwVz.jpg,/ygGmAO60t8GyqUo9xYeYxSZAR3b.jpg
10192,Shrek Forever After,"A bored and domesticated Shrek pacts with deal-maker Rumpelstiltskin to get back to feeling like a real ogre again, but when he's duped and sent to a twisted version of Far Far Away—where Rumpelstiltskin is king, ogres are hunted, and he and Fiona have never met—he sets out to restore his world and reclaim his true love.",Comedy,5/16/2010,Shrek Collection,/xZ2we4gdiwQmg6D1w9qHlAm5yIf.jpg,/6HrfPZtKcGmX2tUWW3cnciZTaSD.jpg
10193,Toy Story 3,"Woody, Buzz, and the rest of Andy's toys haven't been played with in years. With Andy about to go to college, the gang find themselves accidentally left at a nefarious day care center. The toys must band together to escape and return home to Andy.",Animation,6/16/2010,Toy Story Collection,/wE5JGzujfvDPMIfFjJyrhXFjZLc.jpg,/4cpGytCB0eqvRks4FAlJoUJiFPG.jpg
10195,Thor,"Against his father Odin's will, The Mighty Thor - a powerful but arrogant warrior god - recklessly reignites an ancient war. Thor is cast down to Earth and forced to live among humans as punishment. Once here, Thor learns what it takes to be a true hero when the most dangerous villain of his world sends the darkest forces of Asgard to invade Earth.",Adventure,4/21/2011,Thor Collection,/cDJ61O1STtbWNBwefuqVrRe3d7l.jpg,/prSfAi1xGrhLQNxVSUFh61xQ4Qy.jpg
10196,The Last Airbender,"The story follows the adventures of Aang, a young successor to a long line of Avatars, who must put his childhood ways aside and stop the Fire Nation from enslaving the Water, Earth and Air nations.",Action,6/30/2010,,/msU3F9DVNFvCsQVxhxliyWSO03D.jpg,/zgwRTYWEEPivTwjB9S03HtmMcbM.jpg
10197,Nine,"Arrogant, self-centered movie director Guido Contini finds himself struggling to find meaning, purpose, and a script for his latest film endeavor. With only a week left before shooting begins, he desperately searches for answers and inspiration from his wife, his mistress, his muse, and his mother.",Drama,12/3/2009,,/3ixn2R4tPEUQuq5AWw5EngopyWZ.jpg,/zSXVI01jUCt6bvcbUSjHlTtnWgE.jpg
10198,The Princess and the Frog,"A waitress, desperate to fulfill her dreams as a restaurant owner, is set on a journey to turn a frog prince back into a human being, but she has to face the same problem after she kisses him.",Romance,12/8/2009,,/z62CBlBBBOoNUuuxZ1jMAcq5ARE.jpg,/yprv5PbnEksoVj2v6XEnDBg9joR.jpg
10199,The Tale of Despereaux,"Once upon a time... in the far away kingdom of Dor... lived a brave and virtuous mouse with comically oversized ears who dreamt of becoming a knight. Banished from his home for having such lofty ambitions, Despereaux sets off on an amazing adventure with his good-hearted rat friend Roscuro, who leads him, at long last, on a very noble quest to rescue an endangered princess and save an entire kingdom from darkness.",Adventure,12/18/2008,,/s1eFUwiIf0dwB0nNU0j5VB2PsdT.jpg,/yADB4GsH2AvSHPsBVGjj8wByonk.jpg
10200,The Day the Earth Stood Still,"A representative of an alien race that went through drastic evolution to survive its own climate change, Klaatu comes to Earth to assess whether humanity can prevent the environmental damage they have inflicted on their own planet. When barred from speaking to the United Nations, he decides humankind shall be exterminated so the planet can survive.",Drama,12/10/2008,,/mqCEqV1hJtBIjsT16y8TlFh0azG.jpg,/3744nDNrKIFcgXEDL2WDkqYc7vF.jpg
10201,Yes Man,Carl Allen has stumbled across a way to shake free of post-divorce blues and a dead-end job: embrace life and say yes to everything.,Comedy,12/9/2008,,/kueBMnoZVmagMfP6ortvkOVuWtI.jpg,/16zVbgFLTUaUTG1wQHuGjfWNuDM.jpg
10202,Bedtime Stories,Skeeter Bronson is a down-on-his-luck guy who's always telling bedtime stories to his niece and nephew. But his life is turned upside down when the fantastical stories he makes up for entertainment inexplicably turn into reality. Can a bewildered Skeeter manage his own unruly fantasies now that the outrageous characters and situations from his mind have morphed into actual people and events?,Fantasy,12/24/2008,,/lrQtbANU5t61tNqZASVmQqgXasb.jpg,/d0w4anZCzZX74deeQ3PE1byyg97.jpg
10204,Around the World in 80 Days,"A bet pits a British inventor, a Chinese thief and a French artist on a worldwide adventure that they can circle the globe in 80 days.",Action,6/16/2004,,/paGCwMI8KcoDi8XI6suIwHEX3zE.jpg,/bBiMw6Jtg8tSTcEq8jFV7qk9TRW.jpg
10205,Cut,"A group of film students set out to finish filming a movie that was never completed after its director was murdered. After they begin filming, they realize they're in for a bit of trouble, not unlike the late director...",Comedy,2/23/2000,,/6AhjL10T0kOtpYEzxN7DPAxBuhJ.jpg,/64Dn0qJdC0E744uIWYtN5xQL9om.jpg
10206,Buffy the Vampire Slayer,"Blonde, bouncy Buffy is your typical high school cheerleader. But all that changes when a strange man informs her she's been chosen by fate to kill vampires.",Action,7/24/1992,,/xK28lhRlypVf1sE3sNZNfcsPKPA.jpg,/tcF3S4UdFpuoZEWovMDq5AXazNF.jpg
10207,Message in a Bottle,"A woman finds a romantic letter in a bottle washed ashore and tracks down the author, a widowed shipbuilder whose wife died tragically early. As a deep and mutual attraction blossoms, the man struggles to make peace with his past so that he can move on and find happiness.",Romance,2/22/1999,,/6gO0nnkP4VjfttIAzFBY3oO4JFT.jpg,/majQar87QNbrC47qYMcmK1oCohZ.jpg
10208,Muppets from Space,"When Gonzo's breakfast cereal tells him that he's the descendant of aliens from another planet, his attempts at extraterrestrial communication get him kidnapped by a secret government agency, prompting the Muppets to spring into action. It's hard to believe Gonzo's story at first, but Kermit and friends soon find themselves on an epic journey into outer space filled with plenty of intergalactic misadventures.",Family,7/14/1999,,/fqyxSVAsVNFjCzROGUY56SkkurR.jpg,/nIYqt7Qcz2nBlfy1m5YYgkdbD5R.jpg
10209,Hideous Kinky,"In 1972, disenchanted about the dreary conventions of English life, 25-year-old Julia heads for Morocco with her daughters, six-year-old Lucy and precocious eight-year-old Bea.",Romance,11/17/1998,,/rkj5jQXoHllNsAb56QSDEI2mM35.jpg,/c1uprmmhS6LFt5GDcUuugcTBqDw.jpg
10210,A Midsummer Night's Dream,A film adaptation of Shakespeare's comedy about lovers whose romantic affections are manipulated by fairy magic. The setting is updated to a Tuscan hill town in the late 19th century.,Fantasy,5/14/1999,,/exVw99aNyS82LJE1OFQxHT8Si1E.jpg,/xujr3IVkGfSq3xTnwnPCCeBzh7h.jpg
10211,Nachtgestalten,"The Pope is in town and the night of his stay is anything but heavenly for some of Berlin′s inhabitants. Rich and poor, down-and-outs and policemen, street kids and taxi drivers - in their search for a little bit of happiness, they all end up on an amusing and at times harrowing odyssey through the labyrinth of the big city.",Drama,8/12/1999,,/cGpZzO4TUwzLoJ49k8WHoesiASz.jpg,/g8FPiFlYfrAfqUByv14JKF20K1J.jpg
10212,Ravenous,"Upon receiving reports of missing persons at Fort Spencer, a remote Army outpost on the Western frontier, Capt. John Boyd investigates. After arriving at his new post, Boyd and his regiment aid a wounded frontiersman who recounts a horrifying tale of a wagon train murdered by its supposed guide -- a vicious U.S. Army colonel gone rogue. Fearing the worst, the regiment heads out into the wilderness to verify the gruesome claims.",Horror,3/16/1999,,/d45AVeS8X2QZuskuB2CRYBTMqCp.jpg,/6tJc9vIVYctNCajC1dU1oVcmIsD.jpg
10213,From Dusk Till Dawn 3: The Hangman's Daughter,"Narrowly escaping death, outlaw Johnny Madrid is on the run from the hangman, with the hangman's sensuous daughter Esmeralda by his side. Along with Madrid's gang, Johnny and Esmeralda embark on an adventure filled with colorful and unsavory characters who lead them straight into the fight of their lives!",Western,10/30/1999,From Dusk Till Dawn Collection,/7eUTpu8B40np9RivZqr0Opc1jXC.jpg,/io5lQ7VRJGBCg2kTJ6BRWRclqJE.jpg
10214,Son of the Mask,"Tim Avery, an aspiring cartoonist, finds himself in a predicament when his dog stumbles upon the mask of Loki. Then after conceiving an infant son ""born of the mask"", he discovers just how looney child raising can be.",Fantasy,2/18/2005,The Mask Collection,/zbGteYxh9dMJAKPyZY9AWzzHR5I.jpg,/7GMHMnZ0E8AJrpxlVPzraZS4J4z.jpg
10215,Sliding Doors,"Gwyneth Paltrow plays London publicist Helen, effortlessly sliding between parallel storylines that show what happens if she does or does not catch a train back to her apartment. Love. Romantic entanglements. Deception. Trust. Friendship. Comedy. All come into focus as the two stories shift back and forth, overlap and surprisingly converge.",Comedy,4/23/1998,,/1dApwEEMrk7QnUb1EpyYWrG6nRh.jpg,/s8VOVTywXZIIHqdEjkCZziH0ebq.jpg
10216,Species II,"Having just returned from a mission to Mars, Commander Ross isn't exactly himself. He's slowly becoming a terrifying alien entity with one goal -- to procreate with human women! When countless women suffer gruesome deaths after bearing half-alien offspring, scientist Laura Baker and hired assassin Press Lennox use Eve, a more tempered alien clone, to find Ross and his brood. Before long Eve escapes to mate with Ross.",Science Fiction,4/10/1998,Species Collection,/3JvvWJpwpbsgCORfkpyGufCrQG3.jpg,/fGBdqdQ7nUfEiPXJKTvZXYIbon.jpg
10217,The Sweet Hereafter,"A small mountain community in Canada is devastated when a school bus accident leaves more than a dozen of its children dead. A big-city lawyer arrives to help the survivors' and victims' families prepare a class-action suit, but his efforts only seem to push the townspeople further apart. At the same time, one teenage survivor of the accident has to reckon with the loss of innocence brought about by a different kind of damage.",Drama,9/25/1997,,/aotEcxMNnWMSNH2XlCxgTwWovRc.jpg,/gJy7LMq4b5qO5fsSUSoBgm24BHf.jpg
10218,Swingers,"After 6 years together, Mike's girlfriend leaves him, so he travels to LA to be a star. Six months on, he's still not doing very well— so a few of his friends try to reconnect him to the social scene and hopefully help him forget his failed relationship.",Comedy,10/18/1996,,/yUTuHb75UKnKiUTpDn1kzUl7cd3.jpg,/vpyu6e2ht70uDh1k8k9mqB1Tj0L.jpg
10219,Snow Falling on Cedars,"In the 1950s, a Japanese-American fisherman is suspected of killing his neighbour at sea—and race is a factor in the trial. So is reporter, Ishmael.",Drama,12/22/1999,,/w0HwCu00h8UEv5AzYCyMhwRmR79.jpg,/jLBvJ5IPqjUvBRo5R4wsGdsSdQk.jpg
10220,Rounders,A young man is a reformed gambler who must return to playing big stakes poker to help a friend pay off loan sharks.,Drama,9/11/1998,,/xadKyApLtw09dkl1GlzZ2XTSQrc.jpg,/lJKUJT4ssX8unQh4HGuQK38e7Ov.jpg
10221,Solo für Klarinette,"Berlin, Germany. A cruel murder took place in an appartment building. Somebody bit off quite a piece of the victim's penis, who then, of course, lost a lot of blood, before being struck down at the head. Leading investigator Bernhard Kominka, being in stress due to a mentally retarded son and a problematic wife, seems to be the only one to see a lady in a red coat. After a while, his theory of her being the murderer may prove to be true, but the Cop also kind of fell in love with this new, interesting person in both of his lives: professional and private as well. Borders dissolve. His decision may be disastrous in any way.",Drama,10/15/1998,,/lIXAzrkSXjz2zhndRNz7tgNP0gd.jpg,/ozVc4eTyUjBjiDj4CARqRgERY6Y.jpg
10222,Kickboxer,"If your enemy refuses to be humbled... Destroy him. Accompanied by his brother Kurt (Van Damme), American kickboxing champion Eric Sloane (Dennis Alexio), arrives in Thailand to defeat the Eastern warriors at their own sport. His opponent: ruthless fighter and Thai champion, Tong Po. Tong not only defeats Eric, he paralyzes him for life. Crazed with anger, Kurt vows revenge.",Action,4/20/1989,Kickboxer Collection,/hzPYbQTzfgyQF0xxs2l1nu62K1w.jpg,/fUudhrs3HaJEtWpvgwdvjSlE5FS.jpg
10223,A Simple Plan,"Captivated by the lure of sudden wealth, the quiet rural lives of two brothers erupt into conflicts of greed, paranoia and distrust when over $4 million in cash is discovered at the remote site of a downed small airplane. Their simple plan to retain the money while avoiding detection opens a Pandora's box when the fear of getting caught triggers panicked behavior and leads to virulent consequences.",Crime,12/11/1998,,/yzc03J0C2QNK56xIX5WleBGTp1n.jpg,/iJYGDwZmVEYRkSPbWQdxzvBLTcK.jpg
10224,Straight Shooter,"After his daughter died of cancer, former French foreign legionnaire ""Straight Shooter"" alias Volker Bretz threatens those who financed, built, favoured and now work the nuclear power plant Atar II to kill one of them each day until the plant is shut down. His former drill sergeant, Frank Hector, who now owns several night clubs and brothels, is the only one who might be able to stop the maniac killing specialist. Frank is flown in instantly, but soon has to find out that his former comrade's actions might be a result from an event long ago.",Drama,4/15/1999,,,/8NQhkMQ03jc1lDQXo5y9zdOitex.jpg
10225,Friday the 13th Part VI: Jason Lives,"Determined to finish off the infamous killer Jason Voorhees once and for all, Tommy Jarvis and a friend exhume Jason’s corpse in order to cremate him. Things go awry when Jason is instead resurrected, sparking a new chain of ruthlessly brutal murders. Now it’s up to Tommy to stop the dark, devious and demented deaths that he unwittingly brought about.",Horror,8/1/1986,Friday the 13th Collection,/93tvkTtV6tQQiYhxhij9tuODNOq.jpg,/527lL7kLmvxLXnMoaMrKashaC58.jpg
10226,Haute tension,"Best friends Marie and Alexia decide to spend a quiet weekend at Alexia's parents' secluded farmhouse. But on the night of their arrival, the girls' idyllic getaway turns into an endless night of horror.",Horror,6/18/2003,,/ecn4qv1SzQaZ8jMyPPs307UqKxa.jpg,/vKeFa7CqSxmWsQDjHP6SJXKoDbj.jpg
10227,PlayTime,"Clumsy Monsieur Hulot finds himself perplexed by the intimidating complexity of a gadget-filled Paris. He attempts to meet with a business contact but soon becomes lost. His roundabout journey parallels that of an American tourist, and as they weave through the inventive urban environment, they intermittently meet, developing an interest in one another. They eventually get together at a chaotic restaurant, along with several other quirky characters.",Comedy,12/16/1967,Monsieur Hulot - Saga,/pKX8G6IN8ZCRvKeHh6ctqoHZl0K.jpg,/kQOrS0DLUXYsqPMedM2G6NJcJBq.jpg
10228,劇場版ポケットモンスター ミュウツーの逆襲,"The adventure explodes into action with the debut of Mewtwo, a bio-engineered Pokemon created from the DNA of Mew, the rarest of all Pokemon. Determined to prove its superiority, Mewtwo lures Satoshi, Pikachu and others into a Pokemon match like none before. Mewtwo vs. Mew. Super-clones vs. Pokemon. It's the ultimate showdown ... with the very future of the world at stake!",Animation,7/18/1998,Pokémon Collection,/9Tgp8L0RA4y18KVr1rwew5ovC2a.jpg,/6YPzBcMH0aPNTvdXNCDLY0zdE1g.jpg
10229,A Walk to Remember,"When the popular, restless Landon Carter is forced to participate in the school drama production he falls in love with Jamie Sullivan, the daughter of the town's minister. Jamie has a ""to-do"" list for her life and also a very big secret she must keep from Landon.",Drama,1/25/2002,,/anOL7qSqbxv9G6xmAsYr3UR10Ds.jpg,/8lUYMvWdHA0Q0k5F76RQCeCBUkA.jpg
10231,Foxfire,A part-Indian mining engineer looks for gold in an Arizona ghost town with his socialite bride.,Action,7/13/1955,,/kvhjvX247i0ujDo6mdW0Baxj3Vp.jpg,/hcpH4mxZSixw6lCaJED8eq9AQ1T.jpg
